"","Date","Rainfall_Terni","fl_rate.Ls","Year","Month","Day","Spring","Summer","Autumn","Winter"
"302",2009-12-17,5.308,77.56,"2009","12","17","0","0","1","0"
"303",2009-12-18,5.308,77.56,"2009","12","18","0","0","1","0"
"304",2009-12-19,5.308,77.57,"2009","12","19","0","0","1","0"
"305",2009-12-20,5.308,77.57,"2009","12","20","0","0","1","0"
"306",2009-12-21,5.308,77.58,"2009","12","21","0","0","0","1"
"307",2009-12-22,5.308,77.59,"2009","12","22","0","0","0","1"
"308",2009-12-23,5.308,77.6,"2009","12","23","0","0","0","1"
"309",2009-12-24,5.308,77.61,"2009","12","24","0","0","0","1"
"310",2009-12-25,5.308,77.62,"2009","12","25","0","0","0","1"
"311",2009-12-26,5.308,77.63,"2009","12","26","0","0","0","1"
"312",2009-12-27,5.308,77.64,"2009","12","27","0","0","0","1"
"313",2009-12-28,5.308,77.65,"2009","12","28","0","0","0","1"
"314",2009-12-29,5.308,77.66,"2009","12","29","0","0","0","1"
"315",2009-12-30,5.308,77.67,"2009","12","30","0","0","0","1"
"316",2009-12-31,5.308,77.68,"2009","12","31","0","0","0","1"
"317",2010-01-01,3.273,77.69,"2010","1","1","0","0","0","0"
"318",2010-01-02,3.273,77.7,"2010","1","2","0","0","0","0"
"319",2010-01-03,3.273,77.71,"2010","1","3","0","0","0","0"
"320",2010-01-04,3.273,77.72,"2010","1","4","0","0","0","0"
"321",2010-01-05,3.273,77.73,"2010","1","5","0","0","0","0"
"322",2010-01-06,3.273,77.74,"2010","1","6","0","0","0","0"
"323",2010-01-07,3.273,77.75,"2010","1","7","0","0","0","0"
"324",2010-01-08,3.273,77.76,"2010","1","8","0","0","0","0"
"325",2010-01-09,3.273,77.77,"2010","1","9","0","0","0","0"
"326",2010-01-10,3.273,77.78,"2010","1","10","0","0","0","0"
"327",2010-01-11,3.273,77.79,"2010","1","11","0","0","0","0"
"328",2010-01-12,3.273,77.8,"2010","1","12","0","0","0","0"
"329",2010-01-13,3.273,77.81,"2010","1","13","0","0","0","0"
"330",2010-01-14,3.273,77.82,"2010","1","14","0","0","0","0"
"331",2010-01-15,3.273,77.83,"2010","1","15","0","0","0","0"
"332",2010-01-16,3.273,77.84,"2010","1","16","0","0","0","0"
"333",2010-01-17,3.273,77.85,"2010","1","17","0","0","0","0"
"334",2010-01-18,3.273,77.86,"2010","1","18","0","0","0","0"
"335",2010-01-19,3.273,77.87,"2010","1","19","0","0","0","0"
"336",2010-01-20,3.273,77.88,"2010","1","20","0","0","0","0"
"337",2010-01-21,3.273,77.89,"2010","1","21","0","0","0","0"
"338",2010-01-22,3.273,77.9,"2010","1","22","0","0","0","0"
"339",2010-01-23,3.273,77.91,"2010","1","23","0","0","0","0"
"340",2010-01-24,3.273,77.92,"2010","1","24","0","0","0","0"
"341",2010-01-25,3.273,77.93,"2010","1","25","0","0","0","0"
"342",2010-01-26,3.273,77.94,"2010","1","26","0","0","0","0"
"343",2010-01-27,3.273,77.95,"2010","1","27","0","0","0","0"
"344",2010-01-28,3.273,77.96,"2010","1","28","0","0","0","0"
"345",2010-01-29,3.273,77.97,"2010","1","29","0","0","0","0"
"346",2010-01-30,3.273,77.98,"2010","1","30","0","0","0","0"
"347",2010-01-31,3.273,77.99,"2010","1","31","0","0","0","0"
"348",2010-02-01,3.739,78,"2010","2","1","0","0","0","0"
"349",2010-02-02,3.739,78.01,"2010","2","2","0","0","0","0"
"350",2010-02-03,3.739,78.02,"2010","2","3","0","0","0","0"
"351",2010-02-04,3.739,78.05,"2010","2","4","0","0","0","0"
"352",2010-02-05,3.739,78.06,"2010","2","5","0","0","0","0"
"353",2010-02-06,3.739,78.07,"2010","2","6","0","0","0","0"
"354",2010-02-07,3.739,78.08,"2010","2","7","0","0","0","0"
"355",2010-02-08,3.739,78.08,"2010","2","8","0","0","0","0"
"356",2010-02-09,3.739,78.09,"2010","2","9","0","0","0","0"
"357",2010-02-10,3.739,78.09,"2010","2","10","0","0","0","0"
"358",2010-02-11,3.739,78.1,"2010","2","11","0","0","0","0"
"359",2010-02-12,3.739,78.11,"2010","2","12","0","0","0","0"
"360",2010-02-13,3.739,78.12,"2010","2","13","0","0","0","0"
"361",2010-02-14,3.739,78.13,"2010","2","14","0","0","0","0"
"362",2010-02-15,3.739,78.14,"2010","2","15","0","0","0","0"
"363",2010-02-16,3.739,78.15,"2010","2","16","0","0","0","0"
"364",2010-02-17,3.739,78.16,"2010","2","17","0","0","0","0"
"365",2010-02-18,3.739,78.17,"2010","2","18","0","0","0","0"
"366",2010-02-19,3.739,78.18,"2010","2","19","0","0","0","0"
"367",2010-02-20,3.739,78.19,"2010","2","20","0","0","0","0"
"368",2010-02-21,3.739,78.2,"2010","2","21","0","0","0","0"
"369",2010-02-22,3.739,78.21,"2010","2","22","0","0","0","0"
"370",2010-02-23,3.739,78.22,"2010","2","23","0","0","0","0"
"371",2010-02-24,3.739,78.23,"2010","2","24","0","0","0","0"
"372",2010-02-25,3.739,78.24,"2010","2","25","0","0","0","0"
"373",2010-02-26,3.739,78.25,"2010","2","26","0","0","0","0"
"374",2010-02-27,3.739,78.26,"2010","2","27","0","0","0","0"
"375",2010-02-28,3.739,78.27,"2010","2","28","0","0","0","0"
"376",2010-03-01,2.508,78.28,"2010","3","1","0","0","0","0"
"377",2010-03-02,2.508,78.29,"2010","3","2","0","0","0","0"
"378",2010-03-03,2.508,78.3,"2010","3","3","0","0","0","0"
"379",2010-03-04,2.508,78.31,"2010","3","4","0","0","0","0"
"380",2010-03-05,2.508,78.32,"2010","3","5","0","0","0","0"
"381",2010-03-06,2.508,78.33,"2010","3","6","0","0","0","0"
"382",2010-03-07,2.508,78.34,"2010","3","7","0","0","0","0"
"383",2010-03-08,2.508,78.35,"2010","3","8","0","0","0","0"
"384",2010-03-09,2.508,78.36,"2010","3","9","0","0","0","0"
"385",2010-03-10,2.508,78.37,"2010","3","10","0","0","0","0"
"386",2010-03-11,2.508,78.38,"2010","3","11","0","0","0","0"
"387",2010-03-12,2.508,78.39,"2010","3","12","0","0","0","0"
"388",2010-03-13,2.508,78.4,"2010","3","13","0","0","0","0"
"389",2010-03-14,2.508,78.41,"2010","3","14","0","0","0","0"
